,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,histone_mark,data_source,endedness,genetically_modified,nonzero_mean
708,EFO:0030018 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H3K27ac,encode,single,False,0.8453137874603271
709,EFO:0030018 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H3K27me3,encode,single,False,0.8831771016120911
710,EFO:0030018 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H3K36me3,encode,single,False,0.8955613970756531
711,EFO:0030018 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H3K4me1,encode,single,False,0.9010633826255798
712,EFO:0030018 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H3K4me2,encode,single,False,0.9807412028312683
713,EFO:0030018 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H3K4me3,encode,single,False,0.866553783416748
714,EFO:0030018 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H3K9ac,encode,single,False,0.8512776494026184
715,EFO:0030018 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H3K9me3,encode,single,False,0.9261501431465149
716,EFO:0030018 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H4K20me1,encode,single,False,0.8451873660087585
717,NTR:0000427 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,NTR:0000427,neurosphere,primary_cell,embryonic,H3K27ac,encode,paired,False,1.0220340490341187
718,NTR:0000427 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,NTR:0000427,neurosphere,primary_cell,embryonic,H3K27me3,encode,single,False,0.9329742193222046
719,NTR:0000427 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,NTR:0000427,neurosphere,primary_cell,embryonic,H3K36me3,encode,single,False,0.8910112380981445
720,NTR:0000427 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,NTR:0000427,neurosphere,primary_cell,embryonic,H3K4me1,encode,single,False,0.8559538722038269
721,NTR:0000427 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,NTR:0000427,neurosphere,primary_cell,embryonic,H3K4me3,encode,paired,False,1.0345739126205444
722,NTR:0000427 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,NTR:0000427,neurosphere,primary_cell,embryonic,H3K9me3,encode,single,False,0.8926787376403809
723,NTR:0000493 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,H3K27ac,encode,single,False,1.01837956905365
724,NTR:0000493 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,H3K27me3,encode,single,False,0.864700436592102
725,NTR:0000493 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,H3K36me3,encode,single,False,0.8186243176460266
726,NTR:0000493 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,H3K4me1,encode,single,False,0.8264829516410828
727,NTR:0000493 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,H3K4me3,encode,single,False,1.0564485788345337
728,NTR:0000493 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,H3K9me3,encode,single,False,0.8471832871437073
729,NTR:0000856 Histone ChIP-seq H3K18ac,.,Histone ChIP-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,H3K18ac,encode,single,False,0.8934034705162048
730,NTR:0000856 Histone ChIP-seq H3K4ac,.,Histone ChIP-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,H3K4ac,encode,single,False,1.5615620613098145
731,NTR:0000856 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,H3K4me2,encode,single,False,0.8411622643470764
732,NTR:0000856 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,H3K4me3,encode,single,False,0.7826849222183228
733,NTR:0000856 Histone ChIP-seq H3K56ac,.,Histone ChIP-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,H3K56ac,encode,single,False,1.2835445404052734
734,NTR:0000856 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,H3K79me2,encode,single,False,0.860698938369751
735,NTR:0000856 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,H3K9ac,encode,single,False,0.8375087380409241
736,NTR:0001226 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,NTR:0001226,parathyroid adenoma,tissue,adult,H2AFZ,encode,single,False,0.8161088228225708
737,NTR:0001226 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,NTR:0001226,parathyroid adenoma,tissue,adult,H3K27ac,encode,single,False,0.7947527170181274
738,NTR:0001226 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,NTR:0001226,parathyroid adenoma,tissue,adult,H3K4me1,encode,single,False,0.807529628276825
739,NTR:0001226 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,NTR:0001226,parathyroid adenoma,tissue,adult,H3K4me2,encode,single,False,0.8124940991401672
740,NTR:0001226 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,NTR:0001226,parathyroid adenoma,tissue,adult,H3K4me3,encode,single,False,1.165473461151123
741,NTR:0001226 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,NTR:0001226,parathyroid adenoma,tissue,adult,H3K79me2,encode,single,False,0.7845446467399597
742,NTR:0001407 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,NTR:0001407,germinal matrix,tissue,embryonic,H3K27me3,encode,single,False,1.1895791292190552
743,NTR:0001407 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,NTR:0001407,germinal matrix,tissue,embryonic,H3K36me3,encode,single,False,0.9429861903190613
744,NTR:0001407 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,NTR:0001407,germinal matrix,tissue,embryonic,H3K4me1,encode,single,False,0.9059633016586304
745,NTR:0001407 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,NTR:0001407,germinal matrix,tissue,embryonic,H3K4me3,encode,single,False,1.1096848249435425
746,NTR:0001407 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,NTR:0001407,germinal matrix,tissue,embryonic,H3K9me3,encode,single,False,1.0260707139968872
747,NTR:0003013 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,NTR:0003013,placental basal plate,tissue,embryonic,H3K27ac,encode,single,False,1.4060741662979126
748,NTR:0003079 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,NTR:0003079,fibroblast of breast,primary_cell,adult,H3K27ac,encode,single,False,0.7597173452377319
749,NTR:0003079 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,NTR:0003079,fibroblast of breast,primary_cell,adult,H3K36me3,encode,single,False,1.0632909536361694
750,NTR:0003079 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,NTR:0003079,fibroblast of breast,primary_cell,adult,H3K4me1,encode,single,False,0.8757542967796326
751,NTR:0003079 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,NTR:0003079,fibroblast of breast,primary_cell,adult,H3K4me3,encode,single,False,0.8202831149101257
752,UBERON:0000016 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000016,endocrine pancreas,tissue,adult,H3K27ac,encode,single,False,1.4828875064849854
753,UBERON:0000016 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000016,endocrine pancreas,tissue,adult,H3K36me3,encode,single,False,2.1891863346099854
754,UBERON:0000016 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000016,endocrine pancreas,tissue,adult,H3K4me1,encode,single,False,2.137770652770996
755,UBERON:0000016 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000016,endocrine pancreas,tissue,adult,H3K4me3,encode,single,False,1.4818469285964966
756,UBERON:0000016 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0000016,endocrine pancreas,tissue,adult,H3K9ac,encode,single,False,2.1529765129089355
757,UBERON:0000059 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000059,large intestine,tissue,embryonic,H3K27ac,encode,single,False,1.276995062828064
758,UBERON:0000059 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0000059,large intestine,tissue,embryonic,H3K27me3,encode,single,False,0.9727251529693604
759,UBERON:0000059 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000059,large intestine,tissue,embryonic,H3K36me3,encode,single,False,0.9926259517669678
760,UBERON:0000059 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000059,large intestine,tissue,embryonic,H3K4me1,encode,single,False,1.1485345363616943
761,UBERON:0000059 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000059,large intestine,tissue,embryonic,H3K4me3,encode,single,False,1.3408679962158203
762,UBERON:0000059 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0000059,large intestine,tissue,embryonic,H3K9me3,encode,single,False,1.536685585975647
763,UBERON:0000088 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000088,trophoblast,tissue,embryonic,H3K27ac,encode,single,False,1.0545294284820557
764,UBERON:0000088 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000088,trophoblast,tissue,embryonic,H3K36me3,encode,single,False,0.7907378077507019
765,UBERON:0000088 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000088,trophoblast,tissue,embryonic,H3K4me1,encode,single,False,1.0091884136199951
766,UBERON:0000305 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000305,amnion,tissue,embryonic,H3K36me3,encode,single,False,1.0920192003250122
767,UBERON:0000305 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000305,amnion,tissue,embryonic,H3K4me1,encode,single,False,1.0551388263702393
768,UBERON:0000305 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000305,amnion,tissue,embryonic,H3K4me3,encode,single,False,0.9844587445259094
769,UBERON:0000317 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000317,colonic mucosa,tissue,adult,H3K27ac,encode,single,False,0.7492919564247131
770,UBERON:0000317 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0000317,colonic mucosa,tissue,adult,H3K27me3,encode,single,False,1.7739183902740479
771,UBERON:0000317 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000317,colonic mucosa,tissue,adult,H3K36me3,encode,single,False,1.8659192323684692
772,UBERON:0000317 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000317,colonic mucosa,tissue,adult,H3K4me1,encode,single,False,0.9417597651481628
773,UBERON:0000317 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000317,colonic mucosa,tissue,adult,H3K4me3,encode,single,False,0.739352285861969
774,UBERON:0000317 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0000317,colonic mucosa,tissue,adult,H3K9ac,encode,single,False,0.9502277374267578
775,UBERON:0000320 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000320,duodenal mucosa,tissue,adult,H3K27ac,encode,single,False,1.5512161254882812
776,UBERON:0000320 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0000320,duodenal mucosa,tissue,adult,H3K27me3,encode,single,False,1.077257752418518
777,UBERON:0000320 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000320,duodenal mucosa,tissue,adult,H3K36me3,encode,single,False,0.8997368216514587
778,UBERON:0000320 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000320,duodenal mucosa,tissue,adult,H3K4me1,encode,single,False,0.8478185534477234
779,UBERON:0000320 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000320,duodenal mucosa,tissue,adult,H3K4me3,encode,single,False,0.9015464782714844
780,UBERON:0000320 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0000320,duodenal mucosa,tissue,adult,H3K9ac,encode,single,False,0.8578343391418457
781,UBERON:0000320 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0000320,duodenal mucosa,tissue,adult,H3K9me3,encode,single,False,1.0300414562225342
782,UBERON:0000473 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000473,testis,tissue,adult,H3K27ac,encode,single,False,0.8015499114990234
783,UBERON:0000473 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000473,testis,tissue,adult,H3K4me1,encode,single,False,0.8120537400245667
784,UBERON:0000473 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000473,testis,tissue,adult,H3K4me3,encode,single,False,0.8049049973487854
785,UBERON:0000945 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,adult,H3K27ac,encode,single,False,1.3241729736328125
786,UBERON:0000945 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,adult,H3K27me3,encode,single,False,0.8545126914978027
787,UBERON:0000945 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,adult,H3K36me3,encode,single,False,0.8173034191131592
788,UBERON:0000945 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,adult,H3K4me1,encode,single,False,0.8793164491653442
789,UBERON:0000945 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,adult,H3K4me3,encode,single,False,0.7691627740859985
790,UBERON:0000945 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,adult,H3K9me3,encode,single,False,0.8707597255706787
791,UBERON:0000947 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000947,aorta,tissue,adult,H3K27ac,encode,single,False,0.8740572929382324
792,UBERON:0000947 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000947,aorta,tissue,adult,H3K36me3,encode,single,False,1.1076427698135376
793,UBERON:0000947 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000947,aorta,tissue,adult,H3K4me3,encode,single,False,0.8130810856819153
794,UBERON:0000948 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0000948,heart,tissue,embryonic,H3K27me3,encode,single,False,1.3972610235214233
795,UBERON:0000948 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000948,heart,tissue,embryonic,H3K4me1,encode,single,False,2.119180202484131
796,UBERON:0000948 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000948,heart,tissue,embryonic,H3K4me3,encode,single,False,1.5036487579345703
797,UBERON:0000948 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0000948,heart,tissue,embryonic,H3K9ac,encode,single,False,2.4713633060455322
798,UBERON:0000955 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0000955,brain,tissue,embryonic,H3K27me3,encode,single,False,0.8013409972190857
799,UBERON:0000955 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000955,brain,tissue,embryonic,H3K36me3,encode,single,False,0.7830002307891846
800,UBERON:0000955 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000955,brain,tissue,embryonic,H3K4me1,encode,single,False,0.8544619083404541
801,UBERON:0000955 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000955,brain,tissue,embryonic,H3K4me3,encode,single,False,1.043258786201477
802,UBERON:0000955 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0000955,brain,tissue,embryonic,H3K9me3,encode,single,False,0.9674521684646606
803,UBERON:0000992 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000992,ovary,tissue,adult,H3K27ac,encode,single,False,0.720077633857727
804,UBERON:0000992 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0000992,ovary,tissue,adult,H3K27me3,encode,single,False,0.9560567140579224
805,UBERON:0000992 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000992,ovary,tissue,adult,H3K36me3,encode,single,False,1.3437166213989258
806,UBERON:0000992 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000992,ovary,tissue,adult,H3K4me1,encode,single,False,1.3047332763671875
807,UBERON:0000992 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000992,ovary,tissue,adult,H3K4me3,encode,single,False,0.7095605134963989
808,UBERON:0000992 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0000992,ovary,tissue,adult,H3K9me3,encode,single,False,0.879421055316925
809,UBERON:0000995 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000995,uterus,tissue,adult,H3K27ac,encode,single,False,0.8092418909072876
810,UBERON:0000995 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000995,uterus,tissue,adult,H3K4me3,encode,single,False,0.8103049397468567
811,UBERON:0000996 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000996,vagina,tissue,adult,H3K27ac,encode,single,False,1.0347249507904053
812,UBERON:0000996 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000996,vagina,tissue,adult,H3K36me3,encode,single,False,0.8707129955291748
813,UBERON:0000996 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000996,vagina,tissue,adult,H3K4me1,encode,single,False,0.8535761833190918
814,UBERON:0000996 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000996,vagina,tissue,adult,H3K4me3,encode,single,False,0.8425154089927673
815,UBERON:0001003 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001003,skin epidermis,tissue,adult,H3K27ac,encode,single,False,0.7780634164810181
816,UBERON:0001003 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001003,skin epidermis,tissue,adult,H3K4me3,encode,single,False,0.7833503484725952
817,UBERON:0001043 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001043,esophagus,tissue,adult,H3K27ac,encode,single,False,1.2696486711502075
818,UBERON:0001043 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001043,esophagus,tissue,adult,H3K36me3,encode,single,False,1.5379191637039185
819,UBERON:0001043 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001043,esophagus,tissue,adult,H3K4me1,encode,single,False,1.4723411798477173
820,UBERON:0001043 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001043,esophagus,tissue,adult,H3K4me3,encode,single,False,0.9049034118652344
821,UBERON:0001043 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001043,esophagus,tissue,adult,H3K9me3,encode,single,False,1.5137780904769897
822,UBERON:0001114 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001114,right lobe of liver,tissue,adult,H3K27ac,encode,single,False,0.7784299850463867
823,UBERON:0001114 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001114,right lobe of liver,tissue,adult,H3K36me3,encode,single,False,0.8362173438072205
824,UBERON:0001114 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001114,right lobe of liver,tissue,adult,H3K4me1,encode,single,False,0.8233218193054199
825,UBERON:0001114 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001114,right lobe of liver,tissue,adult,H3K4me3,encode,single,False,0.7803559899330139
826,UBERON:0001134 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001134,skeletal muscle tissue,tissue,adult,H3K27ac,encode,single,False,1.3797202110290527
827,UBERON:0001134 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001134,skeletal muscle tissue,tissue,adult,H3K27me3,encode,single,False,0.8649007081985474
828,UBERON:0001134 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001134,skeletal muscle tissue,tissue,adult,H3K36me3,encode,single,False,0.8371026515960693
829,UBERON:0001134 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001134,skeletal muscle tissue,tissue,adult,H3K4me1,encode,single,False,0.9665578007698059
830,UBERON:0001134 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001134,skeletal muscle tissue,tissue,adult,H3K4me3,encode,single,False,0.8837461471557617
831,UBERON:0001134 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0001134,skeletal muscle tissue,tissue,adult,H3K9ac,encode,single,False,1.0119422674179077
832,UBERON:0001150 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001150,body of pancreas,tissue,adult,H3K27ac,encode,single,False,0.8846782445907593
833,UBERON:0001150 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001150,body of pancreas,tissue,adult,H3K4me1,encode,single,False,0.8054571151733398
834,UBERON:0001150 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001150,body of pancreas,tissue,adult,H3K4me3,encode,single,False,0.8380602598190308
835,UBERON:0001157 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001157,transverse colon,tissue,adult,H3K27ac,encode,single,False,0.7854095697402954
836,UBERON:0001157 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001157,transverse colon,tissue,adult,H3K27me3,encode,single,False,0.8251835703849792
837,UBERON:0001157 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001157,transverse colon,tissue,adult,H3K36me3,encode,single,False,0.8235317468643188
838,UBERON:0001157 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001157,transverse colon,tissue,adult,H3K4me1,encode,single,False,0.8129381537437439
839,UBERON:0001157 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001157,transverse colon,tissue,adult,H3K4me3,encode,single,False,0.8056944012641907
840,UBERON:0001159 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001159,sigmoid colon,tissue,adult,H3K27ac,encode,single,False,0.7376067638397217
841,UBERON:0001159 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001159,sigmoid colon,tissue,adult,H3K27me3,encode,single,False,0.862529993057251
842,UBERON:0001159 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001159,sigmoid colon,tissue,adult,H3K36me3,encode,single,False,0.8250663876533508
843,UBERON:0001159 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001159,sigmoid colon,tissue,adult,H3K4me1,encode,single,False,0.8141694664955139
844,UBERON:0001159 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001159,sigmoid colon,tissue,adult,H3K4me3,encode,single,False,0.9082852602005005
845,UBERON:0001199 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001199,mucosa of stomach,tissue,adult,H3K27me3,encode,single,False,0.9448559880256653
846,UBERON:0001199 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001199,mucosa of stomach,tissue,adult,H3K4me1,encode,single,False,0.9851387739181519
847,UBERON:0001199 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001199,mucosa of stomach,tissue,adult,H3K4me3,encode,single,False,0.9022591710090637
848,UBERON:0001199 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0001199,mucosa of stomach,tissue,adult,H3K9ac,encode,single,False,0.9789822101593018
849,UBERON:0001211 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001211,Peyer's patch,tissue,adult,H3K27ac,encode,single,False,1.0645337104797363
850,UBERON:0001211 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001211,Peyer's patch,tissue,adult,H3K36me3,encode,single,False,0.8398535251617432
851,UBERON:0001211 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001211,Peyer's patch,tissue,adult,H3K4me1,encode,single,False,0.8229295015335083
852,UBERON:0001211 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001211,Peyer's patch,tissue,adult,H3K4me3,encode,single,False,0.8059539198875427
853,UBERON:0001211 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001211,Peyer's patch,tissue,adult,H3K9me3,encode,single,False,0.8079014420509338
854,UBERON:0001255 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001255,urinary bladder,tissue,adult,H3K27ac,encode,single,False,1.5340087413787842
855,UBERON:0001255 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001255,urinary bladder,tissue,adult,H3K4me3,encode,single,False,1.249588966369629
856,UBERON:0001264 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001264,pancreas,tissue,adult,H3K27ac,encode,single,False,0.7563256025314331
857,UBERON:0001264 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001264,pancreas,tissue,adult,H3K36me3,encode,single,False,0.8419210314750671
858,UBERON:0001264 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001264,pancreas,tissue,adult,H3K4me1,encode,single,False,0.7936822772026062
859,UBERON:0001264 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001264,pancreas,tissue,adult,H3K4me3,encode,single,False,0.7248829007148743
860,UBERON:0001264 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001264,pancreas,tissue,adult,H3K9me3,encode,single,False,1.5992413759231567
861,UBERON:0001323 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,adult,H3K27ac,encode,single,False,1.3211156129837036
862,UBERON:0001323 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,adult,H3K27me3,encode,single,False,0.8642919063568115
863,UBERON:0001323 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,adult,H3K36me3,encode,single,False,0.9108094573020935
864,UBERON:0001323 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,adult,H3K4me1,encode,single,False,0.8470635414123535
865,UBERON:0001323 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,adult,H3K4me3,encode,single,False,0.9945918917655945
866,UBERON:0001323 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,adult,H3K9me3,encode,single,False,0.9940832257270813
